sample_id,variety,observable_id,species_id,source_species_code,source_value,source_unit,source_basis,canonical_value,canonical_unit,canonical_basis,uncertainty_value,uncertainty_type,uncertainty_scope,uncertainty_status,source_derived,protected_target,source_path,source_row_lineage
A15,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,4.62,g/L,directly_reported_beverage_volumetric_concentration,4.62,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,acetic_acid,AA,3.8,g/L,directly_reported_beverage_volumetric_concentration,3.8,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,citric_acid,CA,6.32,g/L,directly_reported_beverage_volumetric_concentration,6.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,caffeine,CF,4.85,g/L,directly_reported_beverage_volumetric_concentration,4.85,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,ferulic_acid,FA,0.25,g/L,directly_reported_beverage_volumetric_concentration,0.25,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,tartaric_acid,TA,3.21,g/L,directly_reported_beverage_volumetric_concentration,3.21,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,trigonelline,TR,3.2,g/L,directly_reported_beverage_volumetric_concentration,3.2,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,total_chlorogenic_acids,totCQA,7.32,g/L,directly_reported_beverage_volumetric_concentration,7.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,bioactives,total_organic_acids,totOA,13.33,g/L,directly_reported_beverage_volumetric_concentration,13.33,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A15
A15,Arabica,lipids,total_lipids,LP,0.43,g/100 mL,directly_reported_beverage_volumetric_concentration,4.3,kg/m^3,beverage_volume,17.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A15
A15,Arabica,total_solids,,,9.15,g/100 mL,directly_reported_beverage_volumetric_concentration,91.5,kg/m^3,beverage_volume,8.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A15
A16,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.37,g/L,directly_reported_beverage_volumetric_concentration,2.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.25,g/L,directly_reported_beverage_volumetric_concentration,0.25,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,4.37,g/L,directly_reported_beverage_volumetric_concentration,4.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,acetic_acid,AA,8.04,g/L,directly_reported_beverage_volumetric_concentration,8.04,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,citric_acid,CA,10.5,g/L,directly_reported_beverage_volumetric_concentration,10.5,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,caffeine,CF,4.61,g/L,directly_reported_beverage_volumetric_concentration,4.61,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,ferulic_acid,FA,0.23,g/L,directly_reported_beverage_volumetric_concentration,0.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,tartaric_acid,TA,3.11,g/L,directly_reported_beverage_volumetric_concentration,3.11,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,trigonelline,TR,3.12,g/L,directly_reported_beverage_volumetric_concentration,3.12,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,total_chlorogenic_acids,totCQA,7.0,g/L,directly_reported_beverage_volumetric_concentration,7.0,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,bioactives,total_organic_acids,totOA,21.65,g/L,directly_reported_beverage_volumetric_concentration,21.65,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A16
A16,Arabica,lipids,total_lipids,LP,0.52,g/100 mL,directly_reported_beverage_volumetric_concentration,5.2,kg/m^3,beverage_volume,8.3,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A16
A16,Arabica,total_solids,,,9.38,g/100 mL,directly_reported_beverage_volumetric_concentration,93.80000000000001,kg/m^3,beverage_volume,0.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A16
A17,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.45,g/L,directly_reported_beverage_volumetric_concentration,2.45,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.21,g/L,directly_reported_beverage_volumetric_concentration,0.21,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.76,g/L,directly_reported_beverage_volumetric_concentration,5.76,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,acetic_acid,AA,5.92,g/L,directly_reported_beverage_volumetric_concentration,5.92,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,citric_acid,CA,13.1,g/L,directly_reported_beverage_volumetric_concentration,13.1,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,caffeine,CF,4.79,g/L,directly_reported_beverage_volumetric_concentration,4.79,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,ferulic_acid,FA,0.23,g/L,directly_reported_beverage_volumetric_concentration,0.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,tartaric_acid,TA,3.18,g/L,directly_reported_beverage_volumetric_concentration,3.18,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,trigonelline,TR,3.19,g/L,directly_reported_beverage_volumetric_concentration,3.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,total_chlorogenic_acids,totCQA,8.42,g/L,directly_reported_beverage_volumetric_concentration,8.42,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,bioactives,total_organic_acids,totOA,22.19,g/L,directly_reported_beverage_volumetric_concentration,22.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A17
A17,Arabica,lipids,total_lipids,LP,0.55,g/100 mL,directly_reported_beverage_volumetric_concentration,5.5,kg/m^3,beverage_volume,12.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A17
A17,Arabica,total_solids,,,9.49,g/100 mL,directly_reported_beverage_volumetric_concentration,94.9,kg/m^3,beverage_volume,4.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A17
A18,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.43,g/L,directly_reported_beverage_volumetric_concentration,2.43,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.25,g/L,directly_reported_beverage_volumetric_concentration,0.25,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,4.51,g/L,directly_reported_beverage_volumetric_concentration,4.51,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,acetic_acid,AA,11.69,g/L,directly_reported_beverage_volumetric_concentration,11.69,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,citric_acid,CA,15.9,g/L,directly_reported_beverage_volumetric_concentration,15.9,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,caffeine,CF,4.71,g/L,directly_reported_beverage_volumetric_concentration,4.71,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,ferulic_acid,FA,0.25,g/L,directly_reported_beverage_volumetric_concentration,0.25,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,tartaric_acid,TA,3.21,g/L,directly_reported_beverage_volumetric_concentration,3.21,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,trigonelline,TR,3.23,g/L,directly_reported_beverage_volumetric_concentration,3.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,total_chlorogenic_acids,totCQA,7.19,g/L,directly_reported_beverage_volumetric_concentration,7.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,bioactives,total_organic_acids,totOA,30.8,g/L,directly_reported_beverage_volumetric_concentration,30.8,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A18
A18,Arabica,lipids,total_lipids,LP,0.29,g/100 mL,directly_reported_beverage_volumetric_concentration,2.9,kg/m^3,beverage_volume,3.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A18
A18,Arabica,total_solids,,,9.59,g/100 mL,directly_reported_beverage_volumetric_concentration,95.9,kg/m^3,beverage_volume,6.8,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A18
A19,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.26,g/L,directly_reported_beverage_volumetric_concentration,2.26,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.23,g/L,directly_reported_beverage_volumetric_concentration,0.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,4.14,g/L,directly_reported_beverage_volumetric_concentration,4.14,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,acetic_acid,AA,7.55,g/L,directly_reported_beverage_volumetric_concentration,7.55,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,citric_acid,CA,13.53,g/L,directly_reported_beverage_volumetric_concentration,13.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,caffeine,CF,4.41,g/L,directly_reported_beverage_volumetric_concentration,4.41,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,ferulic_acid,FA,0.23,g/L,directly_reported_beverage_volumetric_concentration,0.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,tartaric_acid,TA,2.98,g/L,directly_reported_beverage_volumetric_concentration,2.98,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,trigonelline,TR,2.99,g/L,directly_reported_beverage_volumetric_concentration,2.99,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,total_chlorogenic_acids,totCQA,6.64,g/L,directly_reported_beverage_volumetric_concentration,6.64,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,bioactives,total_organic_acids,totOA,24.07,g/L,directly_reported_beverage_volumetric_concentration,24.07,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A19
A19,Arabica,lipids,total_lipids,LP,0.65,g/100 mL,directly_reported_beverage_volumetric_concentration,6.5,kg/m^3,beverage_volume,1.1,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A19
A19,Arabica,total_solids,,,9.05,g/100 mL,directly_reported_beverage_volumetric_concentration,90.5,kg/m^3,beverage_volume,1.2,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A19
A2,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,3.05,g/L,directly_reported_beverage_volumetric_concentration,3.05,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.32,g/L,directly_reported_beverage_volumetric_concentration,0.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.74,g/L,directly_reported_beverage_volumetric_concentration,5.74,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,acetic_acid,AA,6.98,g/L,directly_reported_beverage_volumetric_concentration,6.98,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,citric_acid,CA,17.92,g/L,directly_reported_beverage_volumetric_concentration,17.92,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,caffeine,CF,5.45,g/L,directly_reported_beverage_volumetric_concentration,5.45,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,ferulic_acid,FA,0.32,g/L,directly_reported_beverage_volumetric_concentration,0.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,tartaric_acid,TA,3.53,g/L,directly_reported_beverage_volumetric_concentration,3.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,trigonelline,TR,3.55,g/L,directly_reported_beverage_volumetric_concentration,3.55,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,total_chlorogenic_acids,totCQA,9.11,g/L,directly_reported_beverage_volumetric_concentration,9.11,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,bioactives,total_organic_acids,totOA,28.43,g/L,directly_reported_beverage_volumetric_concentration,28.43,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A2
A2,Arabica,lipids,total_lipids,LP,0.53,g/100 mL,directly_reported_beverage_volumetric_concentration,5.300000000000001,kg/m^3,beverage_volume,14.8,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A2
A2,Arabica,total_solids,,,9.65,g/100 mL,directly_reported_beverage_volumetric_concentration,96.5,kg/m^3,beverage_volume,2.6,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A2
A20,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.55,g/L,directly_reported_beverage_volumetric_concentration,2.55,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.27,g/L,directly_reported_beverage_volumetric_concentration,0.27,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,4.77,g/L,directly_reported_beverage_volumetric_concentration,4.77,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,acetic_acid,AA,4.57,g/L,directly_reported_beverage_volumetric_concentration,4.57,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,citric_acid,CA,11.46,g/L,directly_reported_beverage_volumetric_concentration,11.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,caffeine,CF,5.0,g/L,directly_reported_beverage_volumetric_concentration,5.0,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,ferulic_acid,FA,0.24,g/L,directly_reported_beverage_volumetric_concentration,0.24,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,tartaric_acid,TA,3.37,g/L,directly_reported_beverage_volumetric_concentration,3.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,trigonelline,TR,3.39,g/L,directly_reported_beverage_volumetric_concentration,3.39,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
A20,Arabica,bioactives,total_chlorogenic_acids,totCQA,7.59,g/L,directly_reported_beverage_volumetric_concentration,7.59,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A20
